meeting,start,end,speaker,text
EN2001a,4539.1,4546.38,Speaker_0,if they are. So
EN2001a,4546.38,4569.04,Speaker_4,"it's it's not an end times just for the file like it's just the first and last line or is it by every single thing in. For every single at once. Yeah, depends on what you mean by just not print out that. I do this. It's just string manipulation. I mean I would just. If you're into it can you make a text of it just like makes just the words."
EN2001a,4570.56,4575.64,Speaker_2,Do you want to straight flowing because I would need something that marks the end of of.
EN2001a,4576.88,4582.4,Speaker_4,Is your segmented by topics then that like is there any information you have to the topic to the automatic topic.
EN2001a,4584.08,4591.74,Speaker_2,Then I need something different later anyway. For now if you. That's what a new set of it marks and you're
EN2001a,4591.74,4593.04,unknown,going to put that
EN2001a,4593.04,4598.96,Speaker_4,as now to put your. So for now can you create like sort of just a
EN2001a,4598.96,4621.58,Speaker_2,"dump which you put text just put text that I can get a dictionary and you can work on that for your topic. And you would want that all in one file for all the purpose for for the serious. But I can also deal with separate files and I can just write the algorithm that it loads all files and I've read something but I mean. Yeah, I can directly put it."
EN2001a,4622.08,4623.06,unknown,But if you can put
EN2001a,4623.06,4644.08,Speaker_4,it in one single mega file that would be quite useful for me. So only words. For me to service. Even for you wouldn't be safe you had different files because any sort of no like. So give me different files as long as like if you could name them in a way that is easy
EN2001a,4644.08,4673.7,Speaker_2,"to enumerate over them like whatever one to a three for five or something. It's just anything that I can. Yeah, they were just I would just take over take over the names. They have anyway. Yeah, is it something that's easy to enumerate over is it some some ordered pattern. Yeah, one series has the same three starting letters. Okay, cool. Yeah, so only words and words sometimes. No, I don't need the time. So just"
EN2001a,4673.7,4682.24,Speaker_0,"need words by time. And the right order. Yeah, you want to order. Yeah, yeah. Okay. Okay, anyway. We've lived"
EN2001a,4682.24,4688.98,Speaker_4,"orders. And are best at times. Yeah, and do you"
EN2001a,4688.98,4702.1,Speaker_0,"want. Yeah, sometimes they're contained in one another. Yeah, it doesn't matter too much. Just after. Okay. All of it. And this."
EN2001a,4707.86,4814.68,Speaker_2,"When do you think you have like a primitive segmentation by some ready made topic segmentation by some ready made to it ready. Then another really easy to do once you've got the right. Okay, so running the script. Okay, cool. I need that then when it's done. Yeah, and corporate as we. Okay. And I think for all the corpus is just from what I know for my times it's nine megabyte. We have. We should be similar. Yes, one words. What's what's that megabyte? And all the words together. And for. That sounds quite reasonable. That's nine. Nine characters. I'm guessing that you know what I because nine megabytes is what I got for when I said for every at once this goes from there to there. Okay. That is for are we are we picking one particular serious at the moment or. Yeah. And for all that doesn't matter. Yeah, I guess we can probably process the data for all different serious and then check which serious is the best for the presentation. It sounds but recently nine megabyte a me if you think if it's roughly a million words and nine characters words. I hope it will be the same for the words. Just with that. Yes, I'm going to build a dictionary then from that like just the list of the words and maybe a list of the words with the frequencies or a list of the words. Sorted alphabetically or numerically what does anyone want to say any wishes for dictionaries."
EN2001a,4816.5,4831.86,Speaker_1,I could just use it with the frequency until the information density is finished. It would be really easy. So I'll create a dictionary. So I probably send just
EN2001a,4831.86,4837.58,Speaker_3,one file of the first meeting to all those who needed so that you can
EN2001a,4837.58,4840.52,unknown,have a look. And then the
EN2001a,4840.52,4852.58,Speaker_2,"actual file we can probably like copy from your home directory or something like it. Yeah, I mean if it's just one meeting it's really nice. Yeah, but I'm saying for the whole thing in the end like big thing. We probably shouldn't do by email."
EN2001a,4855.1,4855.58,unknown,Yeah.
EN2001a,4856.28,4860.28,Speaker_0,How long would it take to make the frequency counts?
EN2001a,4863.2,4884.16,Speaker_4,From the time I get the file I can do the next morning. Or you mean how long processing time it takes? How long would you have to program? It's in box and the algorithm. I've written it for a deal just been half an hour or something similar. Just you put them in a hash table and say well if it exists already
EN2001a,4884.16,4891.42,Speaker_2,in the hash table then you increase the count by one. I probably implement some filter for filtering out numbers or something. Because
EN2001a,4891.42,4892.8,unknown,it's quite easy and purl as well.
EN2001a,4893.02,4906.42,Speaker_3,"It's just a line of code for counting all the words. Really? How do you do that? Yeah, it's by hashes. Okay, well I don't know any problem. If anyone wants to do a purl script for that, does it? It's a nice thing. I"
EN2001a,4906.42,4913.98,Speaker_4,have no problem with that. But I think I have the Java code virtually
EN2001a,4913.98,4919.84,Speaker_2,ready because for dealer roads and things very similar like for dealer roads and things that counts there. The different occurrences of all the
EN2001a,4919.84,4928.94,Speaker_1,"text. If you're doing it in Java, could you serialize the output as well as writing it to a file? Sorry. If you're doing in Java,"
EN2001a,4929.22,4949.9,Speaker_2,could you serialize the hash table as well as writing it to a file? I've never serialized it. Really easy. Wouldn't that be absolutely massive? I don't see why it'd be any more massive in the file. And then serialization to a file? Yeah. So you want a file
EN2001a,4949.9,4958.68,Speaker_1,which is the serialization of a hash table? I just say you pass it in the file representation of it. And now it's all be using it in Java anyway.
EN2001a,4959.38,4997.86,Speaker_2,"So I'd just be building data structure again. I'll check if I understand how it works. Otherwise I can give you the code for loading a dictionary. It's a line break separated file. It seems like a bit silly to be passing it over and over again. Yeah. Yeah, I see if I understand how to serialize. There's a serialize command. So that gives me one mega mother of the soul. I think all the collections and things implement serializable already. Yeah, but do they automatically write to the file? Anyway, I'll figure that out."
EN2001a,4998.12,5005.24,Speaker_4,"Yeah, that's pretty much it."
EN2001a,5008.42,5011.42,Speaker_2,So Dave and me look at how Nitex mail works.
EN2001a,5011.42,5018.8,Speaker_1,And we're trying to either work some more on the TF IDS
EN2001a,5018.8,5026.6,Speaker_2,or the audio thing. I'll
EN2001a,5026.6,5035.22,Speaker_4,"build a dictionary as soon as I get the text. And yeah, so that..."
EN2001a,5035.22,5040.04,Speaker_2,When do we have to meet again then? Who is? I don't know if
EN2001a,5040.04,5047.54,Speaker_1,we'll just get an honor for... ...and pull it. How are we going to demonstrate the next peak? We have to
EN2001a,5047.54,5048.68,unknown,demonstrate something like that.
EN2001a,5049.3,5069.48,Speaker_2,"What do you see the next peak? No, not demonstrate, but didn't you say that? Or didn't we sort of agree that it would be useful to demonstrate or if it like some primitive thing working next peak? Yeah, you suggested that you could have an initial prototype. That's going to be very prototype. Okay, I'm just surprised that we can get anything"
EN2001a,5069.48,5078.68,Speaker_1,working by an peak. Now let's go.
EN2001a,5084.46,5099.72,Speaker_2,"I feel like hanging mid -air and not really finding a point where you can get your teeth in it and start working properly. Yeah, and I... It's also fuzzy though. I think it's because we had to"
EN2001a,5099.72,5107.36,Speaker_1,"specify ourselves that it's not as... ...like focus specification of most... Yeah, but"
EN2001a,5107.36,5108.98,unknown,at the moment it also
EN2001a,5108.98,5114.4,Speaker_2,has an implementation that I live with the data structures. I'm just like over these vague ideas of some trees.
EN2001a,5115.06,5123.94,Speaker_1,"Once we start doing it, we'll become more obvious, I think. Yeah, it's just... We are halfway through the project time to... ...let's just freaks"
EN2001a,5123.94,5124.24,Speaker_2,me out.
EN2001a,5150.88,5152.36,Speaker_3,I hope you
EN2001a,5152.36,5153.88,unknown,have... ...I hope you have... ...I hope you
EN2001a,5153.88,5159.62,Speaker_2,have a lot of respect. I hope you have... ...I hope you
EN2001a,5159.62,5160.42,unknown,have...
EN2001a,5162.38,5184.08,Speaker_3,You have the next time I come in on your second video. I'm glad to hear that. I
EN2001a,5184.08,5206.52,Speaker_0,"hope you have a good time. I hope you have a good time. Yeah, I hope you have a good time. I don't understand what you're going to have to have some good use in AI being here. I'm just going to start thinking about everything. Everything from the point of view that you're using is really good. Yeah, but like nothing that is the rules, I don't like rules in AI being the last step of"
EN2001a,5206.52,5213.68,Speaker_3,"my step. I don't like rules in AI being the last step of my step. You can even get a smile that says, I don't like rules in AI being the last step."
EN2001a,5248.82,5250.22,unknown,You
EN2002a,0.58,1.46,unknown,I wonder how many
EN2002a,1.46,4.72,Speaker_1,"meetings is talking about the stuff with the meetings. Yeah, yeah,"
EN2002a,4.72,194.94,Speaker_0,"yeah, yeah, yeah. Look at all these stuff, right? Yeah, yeah. Okay. Okay. Right. So, what do we need to talk about? Should we just go around and everyone says what they've been doing? Is it without anything? No. Not at all. Why, I'm sorry. Yeah. Okay. Sounds like you've done something. Okay. Well, I've got a browser now, which, whoops, all right, go. Good stuff. Mm -hmm. Well, I dropped mine as well. Give it this. This wasn't a good start. Okay. So, yeah, we've got a browser, which comes up automatically with the transcription box and the topics. And then when you go on the menu, you can select the summarization box, which pops up, and an audio player. Right. And I think the search works as well. So, pop up a search. And it loads up just the background window, so empty. And so, when you start, you have to either open a particular observation or do a search and open it through that. That like says. The transcription box has got a summarized button, which doesn't do anything yet. Now, I wonder how we want to do, you know, we want to pop up window with the speaker character evaluation. Either we could do that, you know, when does the pop up come? Or, either we can, when you click on the ID, any sort of ID in the transcription box, or we can put an extra button, extra few buttons, next to the summarized button, so that you actually in the transcription box, but so that you click on the button and then it opens and so on. Whatever that speaker character evaluation is. The problem is the left click is already used because it highlights that part of speech or whatever that. So, the left click, the right click, highlights it. I don't know what happens when you double click actually, without be bit in order if you have left click for one thing and double click for something else. I think, so yeah, when you left click it, you can for example set the marker there so that the audio goes from there, I think. So we can't put it on left click. We could put it on the right click. We could for example have a little menu that pops up. Yeah, it might be quite good, I suppose. So, right click on it menu, you know, and you can click on speaker characterization of pops in there. What else can we have in there? Menu. That's a good point. I don't know. So, otherwise we just have right click on the other. Yeah, yeah, but I don't know about you, but usually in Windows, right click. Is it Windows? Yes, it does. It opens a menu. Yeah, that's what it will be, doesn't it? Yeah. It might"
EN2002a,194.94,202.3,Speaker_3,"be a bit weird before it's just double in and stuff with it. Yeah, to just answer the same sort of medium -throw. Yeah."
EN2002a,203.14,203.46,unknown,Yeah.
EN2002a,204.52,235.5,Speaker_0,"Or just the button. I guess the button makes a bit more sense because otherwise you don't really know that, or what if I right click now, what happens then? Well, no, it's not official. Yeah. It's more obvious, isn't it? It's more of an idea. It's more of an idea. It's more of an idea. It's more of an idea. It's more of an idea. Yeah, that's true. Yeah, it's more of an idea. But, well, we have more things in the future than we have in the buttons. We'll work some menus."
EN2002a,235.6,241.78,Speaker_3,"Maybe. Maybe. More flexible. Yeah. Well, I guess in meeting"
EN2002a,241.78,249.02,Speaker_1,"browser 1 .1, you can have a menu instead of a box. Right. This one's been a"
EN2002a,249.02,304.5,Speaker_0,"bit selfish. But actually, what we could do is, in that menu as well, we could have an option that pops up a window with all the meetings that that user has been in, like a search for that user. Yeah. Is that going to be useful or too much? I guess so. So what did you, part of the menu that comes down is, says, give me all your meetings. Yeah. So when you right -click on it, one option will be, give me all your meetings, characterise a speaker. Yeah. Or is that too much, I mean? I guess so. I mean, it's more like part of the browsing sort of thing more than the speaker character. So there's a session, Steve mentioned, so we really know how to involve the speaker characters to the browser. Yeah. Maybe tie that in"
EN2002a,304.5,305.84,unknown,with dialogue acts or something
EN2002a,305.84,316.36,Speaker_3,"as well. I mean, speaker characterisation, I don't know. Just some way to sort of leverage that information, like we have it, we're doing it, but what, how does it help the browsing? Or what can it give us?"
EN2002a,316.54,318.24,unknown,"Well, you mean the speaker characterisation?"
EN2002a,318.58,377.06,Speaker_0,"Oh, well. Yeah. I don't know about that. I mean, the speaker characterisation is a bit like you said, I mean, it's like a nice thing. We're not actually sure what the user wants for it, but it's interesting, so why don't you give it to him? Yeah, yeah. I think we should do it. Yeah. I mean, I guess maybe we could have that as another thing of, like, well, if you get to speak a characterisation that someone talks a lot in a certain topic, and then if you, I don't know, click on that topic, you get everything that's in that topic. Yeah, I mean, that's still another level further. I mean, we're not even there, you know, you know, pop up the speaker characterisation yet. We have to first define what happened when you click on a user. We've never speak for characterisation first before we cross on the other side. So should we try to do a right click when you then? Yeah. All right. Why not? It's not just from the main."
EN2002a,377.94,387.08,Speaker_3,"Even if any one thing comes in particular window, like if we want to sort of get, like if we're on the users versus like a topic or something, have a right click from for these various things. Yes."
EN2002a,387.44,388.4,unknown,Wait. Yeah. There's the
EN2002a,388.4,400.58,Speaker_0,"second thing about the topics. The topic window. So, you want to somehow click, be able to click on the topic and it pops up with all the meetings that contain that. Right. Yeah. Yeah. So we could do that in a similar"
EN2002a,400.58,403.52,unknown,way to it right click as well. Okay. So this is
EN2002a,403.52,412.38,Speaker_3,"for our consistent round. Yeah. On the speaker. So, yeah. So we have basically"
EN2002a,412.38,424.12,Speaker_0,two options of browsing the meetings is by either searching and opening individual observations. And then we have the interlinking by right click basically.
EN2002a,425.92,485.4,Speaker_3,"Actually, yeah. Like another common thing like if we have it so set up that if you double click and it goes to a default thing on the menu, I mean that's kind of a typical kind of actual. Double click. If you double click on a particular topic or something that it goes to sort of like a default. So it will be like all the. Um, cases of that topic either whatever we decide the default to be whether it's in all meetings or just in one meeting and just show up the particular instances of that topic. Like I just think to have the default there. So if somebody knows exactly what they want to do and we know that that's the most common thing that's going to happen. So that we'll do that and just say from the trouble of right clicking and choosing the item on the menu. Obviously there's anything obvious that would be about that would be. Might come to us. Let's start playing with it. What was that I think I understand you mean like we have the right click menu. Yeah, right click. But instead of like how do you fall double click? So it'll be a choice. Because that was the most common. Yeah, exactly. Used double. Like I don't show the speaker character."
EN2002a,486.86,559.4,Speaker_0,"Then there's the problem with a lot of windows popping up again and they pop up without you being quite sure what it is. Yeah. But if you do double click on something don't you expect something to happen? Yeah, I mean sort of. So I'll touch it it right. I'll go away. Stop coming up. Other than the closet. Yeah. It's not. It's nothing to the world. Especially if you haven't touched pan. Yeah. Yeah. Oh yeah. I'll check what it does on the double click at the moment. Yeah. Because I think it might do something. But it's good. But I don't really don't see anything obvious. I mean if you can think of something. I guess I'll put some. Yeah. What you're cooking up. Sorry. Yeah. Another thing. Single audio files. Do we want to use them or not? We don't know yet. Do"
EN2002a,559.4,570.0,Speaker_1,you mean single channel? Yeah. Single channel. The single channel files. Do we want them? I mean. Probably not. But we might need them for the influences. If we try to do it in
EN2002a,570.0,571.52,unknown,audio. Yeah. We might use
EN2002a,571.52,627.06,Speaker_0,"them in the ball. At the moment no. But to work with them. But do we want to integrate them so that when you browse we can. And you might want to be able to say, Oh, just give me what that person saying. Do you though? No. And he's not going to make much sense if you listen to it. Do you? Unless you can't hear it properly or something. Somebody's talking over some of the ear or something. We're just saying note for now and put it in my mouth. Yeah. Yeah. Yeah. Yeah. Because otherwise it will increase the amount of data we need. I'm not going to. Yeah. Yeah. What do people think in general about the windows cluttering that you mentioned? Do you think we probably need that don't have the full flexibility? We need to have that. That's what I feel. I mean, I'm very much. I want to have everything customizable. Well, the thing is"
EN2002a,627.06,628.48,unknown,typically though is someone going to have five
EN2002a,628.48,637.48,Speaker_3,"windows open at the same time. Probably not. Probably not. Two or three of whatever. Two or three maybe. But whatever. But yeah, it depends. I mean, I really want to"
EN2002a,637.48,706.48,Speaker_0,"put the summary in somewhere, you know. And in summary, for example, typical you open the window, you read through it. You might click on, you know, close it against right away. Yeah. But it would be good to have that. I think it's fine. But well, couldn't we? I mean, you probably, I don't know if you want to have like the full transcription and the summary at the same time. So maybe you can just like choose the same window for transcription and summary. It's like having a town there. I was just going to have to have. Yeah. Taps are nice. Yeah, tapping it. It's a lot of fun. It's a lot of fun. That's right. I'm not so. Yeah. Did you know how to do that? I can't do that. I don't know. I don't know. I'm sure. I'm sure. I'm sure you can do anything. Yeah. You really do what you're doing. I don't know. It's a bit of a cripple job as we're going to get the eight sometimes. It's a bit of a cripple. I can have a look. Yeah. Yeah. We're just, I don't know. Yeah. That might be nice to change the. Contents of the same window. Yeah. Like from transcription to summary. Yeah. Yeah."
EN2002a,707.48,708.04,unknown,"Yeah, we're"
EN2002a,708.04,720.04,Speaker_3,even just have buttons on it. Talk about buttons or something on the toolbar. That window. Hmm. That's something. Yeah. Yeah. That could go. It doesn't have to be a tab or whatever. No. No. It could be
EN2002a,720.04,725.92,Speaker_0,like transcription summary. Yeah. Like two betters. Yeah. Press on one. Or checkmarks. You can
EN2002a,725.92,737.64,Speaker_3,"have two or more. That will reduce the number of windows. Which is quite good. Otherwise, Photoshop has a lot of windows. If you have a used Photoshop Scott loads and you're always good forever. And I'll get out of the way. There's always stuff in the"
EN2002a,737.64,739.22,unknown,way. Yeah.
EN2002a,739.72,748.6,Speaker_0,"I don't want to. I mean, people get used to it. I mean, when you use a windows or minutes for a worker. You have a lot of windows open. You do. You manage them."
EN2002a,749.18,749.52,unknown,Yeah.
EN2002a,751.92,761.8,Speaker_1,"Yeah. Unless Kenny, I don't know, especially you can minimize them and stuff like that. Yeah, you can't minimize them. Can you do that? Yeah, yeah. Okay. Well, of course you can. Yeah."
EN2002a,762.18,779.96,Speaker_3,"Yeah. Like a lot of these can be. Like, once we get the disfluencies out, then we can, you know, transcript without the disfluency transcript with the different disciplines. Yeah, that's true. They're definitely using the same window. Yeah, they're definitely going to be in the same window. And probably mutually. It's a clear solution. Yeah, that"
EN2002a,779.96,855.92,Speaker_0,"was the plan for the disfluencies anyway. So, yeah, do you want to do that with summaries and put the summaries in the same window? Meet tree. Yeah. Yeah. Well, I don't know, with transcripts, it sounds reasonable to have like transcripts, like maybe three alternatives then, like full meeting, meeting without disfluencies and suburites. Do you want to do that? Yeah. Yeah, sounds good. Yeah. And finally, the prototype, you can say about what kind of prototype could be produced? What kind of prototype? Because I'm just, you know, I go into the lab and I say, what am I going to change today? You know? And it kind of just develops. It's not. I mean, do we want to aim for some time? I'm pretty much getting there anyway. It's not going to be a lot for me. I guess it is. I mean, just to try and, I mean, for us to be able to do something that we can't include with your thing. Yeah, that's what we need to do."
EN2002a,856.42,863.9,Speaker_1,"Something just slightly more than just that on the same different plugin. Yeah. Yeah, just so see the integration works, sort of between the"
EN2002a,863.9,893.92,Speaker_0,"different. Yeah, definitely. So I guess that's what we need to be doing for. I think that's kind of way meant as well, really. Yeah. Seeing it sort of start to do stuff rather than just being. Well, it was. And the price of the type of the GUI. Yeah. Well, I guess, I mean, that was probably our intention, but we might not have written it down. So yeah. Yeah. Yeah. Actually, is the code accessible"
EN2002a,893.92,927.06,Speaker_3,"like the GUI stuff that you've done? Like can we just like copy like the latest stuff out of your directory? Like if we're going to just try and take a look or something. I don't know. Can we access other people's things? If you make it world -readable then anybody can. If you just tell us the directory and just make the file readable then we know the directory to get in. Yeah. Sure. I don't know if it's readable at the moment, but you can show it up. I don't know if you find it default. Yeah, they're not world -readable. They're not done with default. They're only default. Then only you can read them. All right. You can see them, but you can't read them. Okay. Right. Well, I'll make that"
EN2002a,927.06,1044.06,Speaker_0,"readable then. Okay. And so the directory is my number. Or you could just email. Okay. Well, it's not difficult. What's your number? Okay. It's in all the emails. Yeah. Your number. Not 04. Okay. 04. 04. 0545. 060. Two of them again, 04. 04. 0445, 060. And then it's. And then there's a folder in LSSD. Mhm, it's just there. And it's called the Embrowser. The Embrowser. If it needs to be. I'm ready to end for museum. I hope you never have to look in my directory. It's just pure chaos. No, i'm extremely old then. I've got all the same thing, I'll have full. The mind is serious chaos. Files everywhere. Yep, so that's me, then. Someone else want to talk about this stuff? Dino jump at when? Can tell me what I done in SB2. Yeah. I don't know. I started browsing a bit just trying to see if there's anything out there to use. Sort of. What were you doing in general? Yeah, search for details. Yeah. Yeah, yeah. It just found a tutorial that inverted search indexing. I haven't read it yet. Like that was behind the question chest. Yeah. We're using code and stuff and stuff. And that's some code for it. Yeah, well, I don't know if it's usable. I can have a look at it, but I found some code for like from a tutorial about indexing. Cool. So even if it doesn't work, you can do a repot grid around and"
EN2002a,1044.06,1051.52,Speaker_3,"make it work. Probably stuff to do some other file management. I'm cringed. Yeah, yeah. This is a nonsense. Yeah. But the basics is that"
EN2002a,1051.52,1052.3,unknown,I can't. Yeah.
EN2002a,1052.86,1086.0,Speaker_0,"Yeah. Yeah. So you think it shouldn't be too difficult? I don't know. I was a bit worried about one. Well, when he talked about this with the file. I said, I would files. I mean, how much do we actually need to do like extracting things from the XML files and stuff to be able to do the mixing? Oh, I see. Yeah. I have to convert it to some sort of format. Yeah. I've been trying to write something to"
EN2002a,1086.0,1103.68,Speaker_3,"read the XML and get rid of it. And I can get rid of it, but I'm having trouble pointing anywhere else. So come up on the screen. I haven't managed to put it into a vector or whatever in Java. To play with it. Are you ringing Java? Yeah. Okay."
EN2002a,1106.02,1115.94,Speaker_0,"I mean, you should look at the browser. I'm just looking at them because they already extract for example transcripts. Yeah. I'm sure they do. At"
EN2002a,1115.94,1126.42,Speaker_3,"least. Yeah. That's good. Yeah. Oh, yeah. I'll go. I'm sure I'm making a man of it."
EN2002a,1126.66,1127.72,Speaker_1,I'm going to be lucky.
EN2002a,1135.28,1145.88,Speaker_0,"Yeah. I guess I mean, it was a good point you had that like collaborating with file things. I mean, if you already started on. Yeah."
EN2002a,1146.26,1153.58,Speaker_1,Yeah. Absolutely. We can share as much as possible. Yeah. Wibraries. Yeah. Yeah.
EN2002a,1155.06,1169.5,Speaker_0,"Should we, I don't know. Meet up and see what we could do. I mean, I don't know. See what you've done and see what we need. Yeah. Where we know more. Maybe next week. I'm done. Exactly."
EN2002a,1170.1,1182.08,Speaker_1,"So you're. Actually, you haven't done anything this week because this week's been manic. Yeah. Exactly. I mean, this week's only two days old. Well, whatever it was last week. The week as it is"
EN2002a,1182.08,1183.44,unknown,"rather than the proper week, you know."
EN2002a,1184.04,1224.04,Speaker_3,"It's been all a bit manic. Well, you're an SPNLP and SP2, right? That's right. And then we had to do an IRP, whatever it was last week as well, which is only a page long, but it's quite difficult to write a page. Yeah. That's completely rubbish. It wasn't fun, but it was. I had to sit there and think about it for a bit. It was a bit irritating. Yeah, but SPNLP. Yeah. One. One. Okay. So, yeah, I was thinking that we'd generally. Yeah, we'd be talking this seriously. I'm just, you know, hopefully, on something by next week that we can sort of try integrating into the group. Mm -hmm. Yeah."
EN2002a,1224.88,1225.36,unknown,"Well,"
EN2002a,1225.52,1441.58,Speaker_0,"it's not. The browsers I use it now or as, you know, it was there when I took it. And it uses the NXT search to get the data out of the files, which I think is all the same. I'm not quite sure how it works. I don't quite understand it. So, when it, when it. To get the data, for example, to get the summarisation data, you have to search for, I think the ID is on something. That's pretty good, isn't it? Yeah. I guess that's right. Where it's got the. That is very bizarre. So they don't, you know, they don't say, looking that in that folder, that's, you know, search everything. That is pretty bizarre, right? Well, they did say it wasn't the most efficient. It does write up quite quickly. I'm sorry. It's not so bad. Okay. But, you know, what, what, it's like a, we know where you have to write it such query or is it just what's behind it? So, or. No, this is not the actual search. This is just when you open, you know, to load the transcript, for example. Yeah. To find the transcript for a certain meeting. It does, and then it sees such for the string, I don't know, transcript or text or whatever. For, and it, like, it just has an open variable, transcript, just whatever, find everything that's got that and then loads. Yeah. So, I don't know if you've looked at the search query language, but it's like a dollar, a text. Yeah. Yeah. Because that's the, I think it, the class of variable doesn't have any. And then, yeah, because every, every of all of these, these files have got an ID and all the transcript files have got the string, I don't know, one of these words or text or something in it. So, I just search it for those files. Okay. One, maybe. When you, like, is there an open thingy or, what, like, what did you do to, like, how did you figure out that this uses mixed -e search? Like, is it, um, well, it's in the code, just that it, you know, you define a search object and then you search that string. I had to figure out how to, how to do the same thing for the summary, that's my way. I had to understand how to do the transcript, how they did the transcript to do some of them. So, did you have to write it in the way that they wrote it? Is that what you did? Yeah. Just search for specific string. What? That's exactly it. You could just, you know, you could use that when you, if you want to take the data out. If you have a question about what the code means or where to find the code that you want to, you know, whatever you want to do, then just send me, you know. I can explain it. Have you annotated your code? Oh, yeah. Actually, in the moment, it's got a load of rubbish because the, the, the browser that I used from, you know, that they gave us had a lot of extra stuff in. And I'm dead thrown out, just throw out all the functions of the app. Disentation. Yeah, it's basically, it's basically. Yes. So, they're all in there, yeah. Still, a lot of rubbish, but it will be, it will be chucked down right there. Yeah, I think. Coming, coming, coming to get out one bit of time running it. Yeah. Yeah."
EN2002a,1451.88,1456.42,Speaker_3,"So basically, we got kind of this work. Yeah, that's just too, the odds"
EN2002a,1456.42,1470.12,Speaker_1,"are that we're not going to show it. We can, but we can still four days off. Yeah. Still a little bit off of the mountains. How much is this? Yeah, we should have that much to do. Well,"
EN2002a,1470.3,1475.86,Speaker_0,should you be following the bot to explore any other. How
EN2002a,1475.86,1481.1,Speaker_1,"should you, how should you, how should you, how should you, um, quantify a raising? Yeah."
EN2002a,1482.84,1483.46,unknown,I can't
EN2002a,1483.46,1487.46,Speaker_0,"remember what I'm supposed to do, by the way. Am I supposed to do the summarisation thing, you both?"
EN2002a,1493.9,1499.96,Speaker_1,"No. Who was doing it? You do. Oh, really?"
EN2002a,1500.76,1506.06,Speaker_0,"Yes, I will. Well, I'll do that then. This can be changed. So I do that then. I don't"
EN2002a,1506.06,1507.56,unknown,"know, it doesn't matter. Well, you"
EN2002a,1507.56,1517.94,Speaker_3,"know. If you want to, I mean, let's just play around with some extra stuff. I have some time. Why not? It shouldn't be, did it? So, of course, is should I pick?"
EN2002a,1518.04,1566.0,Speaker_0,"We're not doing any work. Yeah. Although I'm doing communications, of which we had one exercise, and I've done that like two weeks ago. That's in two weeks. So, in paratics? Of course. Yeah, it's a... Oh, it's like nine, nine calls a little ten or something. Okay. And then I'm doing parallel programming languages and systems, which we had one exercise as well, and that's in like Friday. Well, I'm not doing any background reading. Yeah. Sorry. You're just being... Yeah. I'll be happy when this week is over. And we have a win"
EN2002a,1566.0,1571.96,Speaker_1,"this course, is it? Yeah. Yeah. I knew I was out about it then. Yeah."
EN2002a,1572.38,1595.86,Speaker_3,"Anything else we need to discuss? Did we want to meet before we talk to Steve next week? Well, I don't know. We'll probably get some work done over the weekend, so I know after DNLG or something, and we just have a little quick little update. Yeah, if you like. We can always decide then. Yeah, exactly. Yeah."
EN2002a,1597.4,1599.04,unknown,"So, what are you planning to"
EN2002a,1599.04,1606.82,Speaker_0,do over the weekend then? Search. You're going to do the search. You're going to open the search. Yeah. It couldn't be down on it.
EN2002a,1607.88,1609.5,unknown,"Well, it'll be still"
EN2002a,1609.5,1633.28,Speaker_3,"limited version of the next query. It won't be the whole thing. Like, we can just decide sort of things that we do want to do. Actually, most of us just download acts. And this was around. And this is my database page."
EN2002a,1638.64,1642.56,Speaker_0,"It's just not. I think we need to set ourselves some milestones, because otherwise."
EN2002a,1647.04,1648.5,unknown,"Yeah, I don't get. We'll get by. We'll"
EN2002a,1648.5,1658.08,Speaker_3,"get by. Yeah, pretty quick. Like you said. Yeah. Actually, do we want to set a date for interim prototype specifically a date?"
EN2002a,1660.98,1818.0,Speaker_0,"Or you decide I'm not. I'm not. I'm not present. Oh, jeez. The progress report is June 23rd of February. So, what's that to me? Yeah. Well, how about we get it done by then? I mean, issue. Then we can write about it in the interim report. Yeah. Yeah. You know, we've got some right to show. So. Just looking at my own deadlines. See, yeah. When the search interface. Maybe you should decide pretty, pretty early what kind of things you want to be able to search for. Yeah. And then if you want, you can give out to me now. I'll build you nice, you know, a few tick boxes and drop down menus. Wasn't like what you had now. Wasn't that pretty much what we read on or was it just like that one? That doesn't exist. That was completely cut and pasted. Oh, okay. That does not exist. Nice. He's done the moment. It's one decision. It's actually all these things that are mixed from. You know, all these drop down menus and tick boxes are nicked from Google on my. It's screenshot of Google. That's not it. I'm impressed. Maybe you should make it exist then. It's going to be a little difficult, more difficult. Yeah, I mean, I was going to, but, you know, the whole drop down menus and stuff. What we want to search for is not quite agreed on. We never agreed on what we want to be able to search for. No, it's not. So. So. So, I don't know what we can. Yeah, do you want to, you know, just get together and think about different types of search we could possibly do. And then, and then we could discuss that next meeting, which options we really want to include. That would probably involve researching the query language a bit as well to see what that can do. It would be nice to meet up and you can sort of show us a bit. But you know already, so we don't sort of have to do all the work again, just like figuring out stuff. Oh, just have the basics. No, already. Just like accessing the corpus and stuff. Oh, just like all the n"
EN2002a,1818.0,1819.54,unknown,-seeing the code and just sort of how. Just
EN2002a,1819.54,1837.8,Speaker_3,"see the basics of what you've done. Just get a quick look over and just take it for a tutorial. Yeah. You know, the class paths, all that sort of thing. Just say, okay, well, here's everything's basically something. Yeah, just show you what right it is. The code. Yeah. Yeah. Then you see the exact same. Yeah."
EN2002a,1839.48,1840.18,unknown,In the morning.
